단어,빈도,비율(%)
우아함이,1,0.01
nano,1,0.01
titanium,1,0.01
보드와,1,0.01
케이블입니다,1,0.01
브라운,1,0.01
5개였습니다,1,0.01
흑연,1,0.01
탱고,1,0.01
추적해보니,1,0.01
리베이라오,1,0.01
프레토에,1,0.01
주차되어,1,0.01
상파울루에,1,0.01
몰랐어요,1,0.01
필요하므로,1,0.01
도난당했다고,1,0.01
주장하면서,1,0.01
칼과,1,0.01
제공되어야만,1,0.01
도마와,1,0.01
5개가,1,0.01
광고모델과,1,0.01
루미나리아,1,0.01
달랐으며,1,0.01
보호키트는,1,0.01
홈페이지의,1,0.01
사진과도,1,0.01
일렉트로룩스,1,0.01
에르고이지,1,0.01
타이탄,1,0.01
청소기와도,1,0.01
분실됐다가,1,0.01
끔찍했어요,1,0.01
qbex,1,0.01
zupin,1,0.01
tx120,1,0.01
7인치,1,0.01
4gb,1,0.01
듀얼,1,0.01
코어,1,0.01
android,1,0.01
만족했는데,1,0.01
로건의,1,0.01
핵심제품을,1,0.01
공통키였다,1,0.01
적합하기,1,0.01
보낼때,1,0.01
철회에,1,0.01
이루어졌지만,1,0.01
1015,1,0.01
179,1,0.01
00이고,1,0.01
그보다,1,0.01
1115,1,0.01
점입니다,1,0.01
켜고,1,0.01
싶지도,1,0.01
해결할까요,1,0.01
대기중인,1,0.01
가야합니다,1,0.01
발행되었기,1,0.01
토로하라고,1,0.01
실용,1,0.01
zap에서,1,0.01
사실이지만,1,0.01
언급한,1,0.01
판매처로부터,1,0.01
재앙이었습니다,1,0.01
설정되었습니다,1,0.01
만족과,1,0.01
올라왔네요,1,0.01
히터가,1,0.01
온도조절기를,1,0.01
반품요청합니다,1,0.01
사용해보니,1,0.01
정렬이,1,0.01
어긋나고,1,0.01
조립되어,1,0.01
교체하나요,1,0.01
택배기사님이,1,0.01
우리집에,1,0.01
도와주는,1,0.01
모델이었습니다,1,0.01
규모가,1,0.01
잔을,1,0.01
황동처럼,1,0.01
본체와,1,0.01
인력이,1,0.01
257,1,0.01
87,1,0.01
건식,1,0.01
습식,1,0.01
모발,1,0.01
bg2024,1,0.01
bivolt,1,0.01
philips를,1,0.01
qt4015,1,0.01
헤어,1,0.01
트리머를,1,0.01
내용입니다,1,0.01
배송됐으나,1,0.01
이어버드,1,0.01
많았어요,1,0.01
지난주부터,1,0.01
전날에,1,0.01
게시했습니다,1,0.01
ml이,1,0.01
순서에,1,0.01
건뿐이라는,1,0.01
voil,1,0.01
라이닝,1,0.01
극세사로만,1,0.01
트럭기사들의,1,0.01
파업을,1,0.01
되었어야,1,0.01
보이나요,1,0.01
끼치,1,0.01
않습니까,1,0.01
발행하지,1,0.01
붙여야,1,0.01
비용,1,0.01
게으르지,1,0.01
싶지는,1,0.01
사진상으로나,1,0.01
면에서는,1,0.01
에스칸달로사,1,0.01
제품명이,1,0.01
접착지로,1,0.01
잘은,1,0.01
충분한,1,0.01
시스템의,1,0.01
비효율로,1,0.01
평가한,1,0.01
바는,1,0.01
나타나기,1,0.01
줄리아나,1,0.01
제품이었지만,1,0.01
충족해야,1,0.01
표준에,1,0.01
집과,1,0.01
터치스크린이,1,0.01
회사에서도,1,0.01
없더라구요,1,0.01
2월에만,1,0.01
보지만,1,0.01
제안하지도,1,0.01
전입니다,1,0.01
커튼의,1,0.01
밝은,1,0.01
실로,1,0.01
꿰매어,1,0.01
흉했습니다,1,0.01
체중계,1,0.01
베이비샤워,1,0.01
써야겠어요,1,0.01
주황색,1,0.01
노란색이,1,0.01
결제했는데도,1,0.01
원본처럼,1,0.01
8x1,1,0.01
인쇄기를,1,0.01
프레스만,1,0.01
자기네,1,0.01
끊었어요,1,0.01
나더군요,1,0.01
보온병으로,1,0.01
되어있는,1,0.01
37일,1,0.01
주기로,1,0.01
미국에서의,1,0.01
좋았지만,1,0.01
기다리다가,1,0.01
교환하기가,1,0.01
이루어지길,1,0.01
25세에,1,0.01
장난감입니다,1,0.01
6을,1,0.01
7로,1,0.01
뮤지컬,1,0.01
왕좌,1,0.01
musical,1,0.01
throne,1,0.01
문의하려고했는데,1,0.01
페이지,1,0.01
불안정합니다,1,0.01
구매취소도,1,0.01
결제해야,1,0.01
박스베드스커트,1,0.01
악의로,1,0.01
행동한,1,0.01
멈췄는데,1,0.01
샤워기를,1,0.01
devo에,1,0.01
재봉되지,1,0.01
싫은데,1,0.01
겁니까,1,0.01
제거하지,1,0.01
접수해야,1,0.01
성가심과,1,0.01
동의어,1,0.01
가사,1,0.01
좋으며,1,0.01
전달되었습니다,1,0.01
도시에서는,1,0.01
무능력으로,1,0.01
지역이,1,0.01
제한된,1,0.01
일로,1,0.01
생겼는데,1,0.01
돌고래,1,0.01
게시물을,1,0.01
완료할,1,0.01
상품인,1,0.01
buettner,1,0.01
knitted,1,0.01
sheet,1,0.01
set,1,0.01
200,1,0.01
cipestre,1,0.01
marinho,1,0.01
물어보시던데,1,0.01
리모콘은,1,0.01
길모퉁이에서나,1,0.01
복제품인데,1,0.01
이름도,1,0.01
사진하고,1,0.01
쓰레기통,1,0.01
20일이었고,1,0.01
로하스,1,0.01
아메리카나는,1,0.01
완벽하지만,1,0.01
안되면,1,0.01
풀레로가,1,0.01
조여져,1,0.01
살바도르로,1,0.01
florian,1,0.01
polis,1,0.01
문의했습니다,1,0.01
조카의,1,0.01
연극에서,1,0.01
하는지에,1,0.01
조치와,1,0.01
표시를,1,0.01
번호까지,1,0.01
적에게도,1,0.01
목걸이를,1,0.01
실버로,1,0.01
원했는데,1,0.01
똑같았어요,1,0.01
어쩔,1,0.01
0개,1,0.01
한곳에,1,0.01
받아들여지지,1,0.01
격분했다,1,0.01
크림,1,0.01
한통만,1,0.01
한통이,1,0.01
실물은,1,0.01
가짜예요,1,0.01
가려고,1,0.01
연락주시면,1,0.01
없어져,1,0.01
변기에,1,0.01
낭비하게,1,0.01
하루에,1,0.01
50건의,1,0.01
들어오면,1,0.01
계약,1,0.01
길었으면,1,0.01
있으니,1,0.01
의지하지,1,0.01
부엉이를,1,0.01
제기하나요,1,0.01
매트,1,0.01
22일이었고,1,0.01
모토,1,0.01
사무실,1,0.01
상태이기,1,0.01
이날,1,0.01
충전기에,1,0.01
공간에서도,1,0.01
긁힐,1,0.01
구조가,1,0.01
문구는,1,0.01
기다려야하고,1,0.01
기다려야한다는,1,0.01
블랙헤드가,1,0.01
제거되지,1,0.01
다크블루와,1,0.01
구매하였고,1,0.01
라이트블루,1,0.01
오토바이,1,0.01
탱크에,1,0.01
270은,1,0.01
발행되었는데,1,0.01
생각이,1,0.01
도시인,1,0.01
bonito로,1,0.01
전송되었지만,1,0.01
영수증은,1,0.01
sorocaba,1,0.01
시에,1,0.01
연락하니,1,0.01
줄리아나에게,1,0.01
이어폰,1,0.01
사운드를,1,0.01
지시하지,1,0.01
발생했지만,1,0.01
빨간색은,1,0.01
70레알이었는데,1,0.01
확정이었는데,1,0.01
베이지색은,1,0.01
싫은지,1,0.01
100레알이더군요,1,0.01
좌절했다,1,0.01
영사,1,0.01
텔레비전,1,0.01
388,1,0.01
서서,1,0.01
때때로,1,0.01
생겨서,1,0.01
예상조차,1,0.01
준수를,1,0.01
의무가,1,0.01
아이들에게,1,0.01
흉했기,1,0.01
역물류까지,1,0.01
팽창기가,1,0.01
확인하려고,1,0.01
드렸네요,1,0.01
보고서에,1,0.01
지루한,1,0.01
앞머리가,1,0.01
젖습니다,1,0.01
드롭을,1,0.01
태블릿으로,1,0.01
바람을,1,0.01
피우는,1,0.01
좋아한다는,1,0.01
불행한,1,0.01
고정핀,1,0.01
색상이었는데,1,0.01
나온건,1,0.01
색상이더군요,1,0.01
실수하는,1,0.01
인간이다,1,0.01
토너로,1,0.01
종이가,1,0.01
끝난,1,0.01
납품했습니다,1,0.01
점점,1,0.01
심해지고,1,0.01
재는,1,0.01
몰랐던,1,0.01
나였던,1,0.01
상점입니다,1,0.01
2016년,1,0.01
타르가르옌에게,1,0.01
5일째인데,1,0.01
31에,1,0.01
western,1,0.01
passport에서,1,0.01
이루어지는데,1,0.01
마감일이라고,1,0.01
확인했고,1,0.01
원했기,1,0.01
상자나,1,0.01
꺼내지,1,0.01
장의,1,0.01
2개였습니다,1,0.01
매장처럼,1,0.01
협력하여,1,0.01
주면서,1,0.01
화장품을,1,0.01
꽂혀,1,0.01
포트가,1,0.01
튀어,1,0.01
뒷면도,1,0.01
wheref에,1,0.01
shape,1,0.01
now,1,0.01
hb,1,0.01
조절식,1,0.01
온열,1,0.01
벨트를,1,0.01
슬리밍,1,0.01
에어컨과,1,0.01
둘째주에,1,0.01
수신기,1,0.01
17일이,1,0.01
baby,1,0.01
pram,1,0.01
교환판매에,1,0.01
플레이스매트처럼,1,0.01
과해서,1,0.01
구매처를,1,0.01
전문가를,1,0.01
워터픽,1,0.01
플라비오,1,0.01
문제라는,1,0.01
시도하세요,1,0.01
magica,1,0.01
5m,1,0.01
15m,1,0.01
hose,1,0.01
호스에서,1,0.01
등의,1,0.01
요청되었고,1,0.01
방출하지,1,0.01
보안,1,0.01
카드도,1,0.01
10도,1,0.01
애플리케이션에서,1,0.01
실시한,1,0.01
테스트에서,1,0.01
셀이나,1,0.01
항공사와,1,0.01
롤러는,1,0.01
배송한거,1,0.01
좋아했고,1,0.01
리뷰는,1,0.01
취급이,1,0.01
어려워지고,1,0.01
이번주에,1,0.01
배송하기로,1,0.01
약속했어요,1,0.01
4월이,1,0.01
중이라고만,1,0.01
03이고,1,0.01
변화도,1,0.01
기대했던대로,1,0.01
더러워서,1,0.01
찾아보게,1,0.01
하겠다고,1,0.01
시장이,1,0.01
000580,1,0.01
조수가,1,0.01
사용해왔고,1,0.01
정상이,1,0.01
알코올,1,0.01
난다는,1,0.01
신자와,1,0.01
행동하지,1,0.01
신뢰했으며,1,0.01
따르고,1,0.01
브랜드였고,1,0.01
막혀도,1,0.01
크레딧이,1,0.01
전달했지만,1,0.01
얼굴용,1,0.01
비타민c액이,1,0.01
주방용품,1,0.01
이유식을,1,0.01
가야했다,1,0.01
신뢰성이,1,0.01
적시에,1,0.01
망가졌습니다,1,0.01
배송일정을,1,0.01
모니터링,1,0.01
이루어지지도,1,0.01
보호유리,1,0.01
우편배달을,1,0.01
싫어한다,1,0.01
코끼리는,1,0.01
파란색이었는데,1,0.01
날짜로부터,1,0.01
정품임을,1,0.01
나타내는,1,0.01
귀에서,1,0.01
섬유유연제,1,0.01
구매금액의,1,0.01
플레이스매트를,1,0.01
당신에게는,1,0.01
젖어,1,0.01
바느질에,1,0.01
g6,1,0.01
그릴을,1,0.01
사양의,1,0.01
일회용보다,1,0.01
경고해야,1,0.01
말할게요,1,0.01
상기,1,0.01
1건의,1,0.01
요구합니까,1,0.01
램프는,1,0.01
연락했고,1,0.01
좌석만,1,0.01
등급을,1,0.01
예정이고,1,0.01
출산일이,1,0.01
9일이었기,1,0.01
접혀서,1,0.01
펴지기,1,0.01
힘들어요,1,0.01
부적절하여,1,0.01
추적하기,1,0.01
로그인해도,1,0.01
빨간색만요,1,0.01
유능한,1,0.01
물류이지만,1,0.01
원래와,1,0.01
명확성이,1,0.01
오직,1,0.01
크레아틴이,1,0.01
acer,1,0.01
aspire,1,0.01
f5,1,0.01
573g74g4,1,0.01
노트북과,1,0.01
부담으로,1,0.01
나누었는지,1,0.01
ameicanas에게,1,0.01
후회하며,1,0.01
이메일만을,1,0.01
긴급답변이나,1,0.01
부품에는,1,0.01
fedex,1,0.01
묶음으로,1,0.01
유료상품을,1,0.01
shptime,1,0.01
cb436a를,1,0.01
신청했는데,1,0.01
cb435a를,1,0.01
두통을,1,0.01
피하고,1,0.01
청구되었고,1,0.01
배로,1,0.01
늘어났습니다,1,0.01
효율적이지,1,0.01
정했는데,1,0.01
요청하였습니다,1,0.01
반송전표를,1,0.01
반송하고,1,0.01
암호,1,0.01
배려한다면,1,0.01
장소에서,1,0.01
도착해,1,0.01
겪게,1,0.01
되기,1,0.01
포커는,1,0.01
포인터가,1,0.01
침대커버를,1,0.01
침대보처럼,1,0.01
받아와서,1,0.01
슬펐어요,1,0.01
관리에는,1,0.01
수령해야했습니다,1,0.01
의사,1,0.01
포장하기,1,0.01
봉지만,1,0.01
떠나기,1,0.01
대기시간,1,0.01
낭비,1,0.01
업체가,1,0.01
있다는게,1,0.01
complaints,1,0.01
삭제됐어야,1,0.01
ol을,1,0.01
중단했습니다,1,0.01
pa,1,0.01
240캡슐,1,0.01
호박벌을,1,0.01
배트걸을,1,0.01
간절히,1,0.01
클라이언트,1,0.01
의지,1,0.01
부족과,1,0.01
무례함으로,1,0.01
취소하게,1,0.01
세라믹,1,0.01
손상과,1,0.01
균열의,1,0.01
반품요청하고,1,0.01
기다리는중입니다,1,0.01
따랐고,1,0.01
거꾸로,1,0.01
우산이,1,0.01
개방이,1,0.01
번호에,1,0.01
게시되었지만,1,0.01
손실이,1,0.01
가능성도,1,0.01
문의처를,1,0.01
개설했습니다,1,0.01
독립형을,1,0.01
속도를,1,0.01
신뢰하기,1,0.01
동일하다는,1,0.01
한동안,1,0.01
27이,1,0.01
예측을,1,0.01
기다려달라고,1,0.01
6박스를,1,0.01
색연필,1,0.01
2상자만,1,0.01
interpone,1,0.01
규모는,1,0.01
컸으며,1,0.01
나노기술이었습니다,1,0.01
따라가는,1,0.01
리오에,1,0.01
기분이었습니다,1,0.01
붙지,1,0.01
말라서,1,0.01
터치스크린을,1,0.01
방해합니다,1,0.01
모기장에,1,0.01
해줄,1,0.01
믿습니다,1,0.01
믿을만하다고,1,0.01
쌍이에요,1,0.01
교환된,1,0.01
배송된지,1,0.01
해결방법을,1,0.01
kalunga에서,1,0.01
주문했을,1,0.01
작동은,1,0.01
잘되네요,1,0.01
표시됨,1,0.01
압력을,1,0.01
행동합니다,1,0.01
프로세스에,1,0.01
차서,1,0.01
발견했어요,1,0.01
얇아요,1,0.01
거쳐,1,0.01
폐기되었습니다,1,0.01
개구리를,1,0.01
밝고,1,0.01
얼룩짐,1,0.01
선명함,1,0.01
당겨집니다,1,0.01
자리도,1,0.01
못받고,1,0.01
냈네요,1,0.01
해결하느라,1,0.01
애를,1,0.01
먹었습니다,1,0.01
서스펜션이,1,0.01
개라고해서,1,0.01
이해했습니다,1,0.01
불안정하다는,1,0.01
발송합니다,1,0.01
재평가해야,1,0.01
맞출,1,0.01
세부정보,1,0.01
가죽에,1,0.01
꿰매어진,1,0.01
천인지,1,0.01
안돼,1,0.01
이틀이나,1,0.01
한때,1,0.01
좋았는데,1,0.01
진지하게,1,0.01
고민,1,0.01
노란색과,1,0.01
아쿠아,1,0.01
이불입니다,1,0.01
오줌으로부터,1,0.01
보호하기,1,0.01
액체가,1,0.01
흡수되어,1,0.01
닿았기,1,0.01
38개를,1,0.01
44개,1,0.01
풍선이,1,0.01
사용할까요,1,0.01
반환하라는,1,0.01
지시에,1,0.01
보내셨는데,1,0.01
도어맨에게,1,0.01
전달되었으나,1,0.01
v6에,1,0.01
제거해주세요,1,0.01
철판을,1,0.01
청소하러,1,0.01
타월만으로,1,0.01
가열할,1,0.01
구운,1,0.01
고기에,1,0.01
묻어나왔을,1,0.01
연동되어,1,0.01
결제하려고,1,0.01
자리에,1,0.01
전자지원으로만,1,0.01
책임도,1,0.01
메커니즘을,1,0.01
modas,1,0.01
moda,1,0.01
eireli는,1,0.01
공포입니다,1,0.01
열악합니다,1,0.01
환불한,1,0.01
moder,1,0.01
4병,1,0.01
american,1,0.01
fraud,1,0.01
card,1,0.01
들었지만,1,0.01
포인터,1,0.01
쓰레기였어,1,0.01
위조입니다,1,0.01
시도로,1,0.01
독창적이고,1,0.01
칠이,1,0.01
power,1,0.01
고속,1,0.01
완료되었다는,1,0.01
제품들은,1,0.01
괜찮았기,1,0.01
안타까운,1,0.01
눈물이,1,0.01
흘렀는데,1,0.01
노력해,1,0.01
틈새,1,0.01
프로젝트에,1,0.01
지나갔기,1,0.01
통치자는,1,0.01
반송되지,1,0.01
개봉하고,1,0.01
버블랩을,1,0.01
제거했는데,1,0.01
미국사이트에서,1,0.01
핫휠,1,0.01
착각이었네요,1,0.01
발송일을,1,0.01
보시고,1,0.01
제공받고,1,0.01
청소용,1,0.01
브러시에,1,0.01
취급,1,0.01
불만스러웠다,1,0.01
법률에,1,0.01
카트리지인지,1,0.01
두린,1,0.01
mp3와,1,0.01
nova에서,1,0.01
베이비핑크,1,0.01
손목시계,1,0.01
한병을,1,0.01
4까지,1,0.01
견적도,1,0.01
해결해서,1,0.01
전달해줬으면,1,0.01
구입하지도,1,0.01
팔찌컷팅으로,1,0.01
잘안되고,1,0.01
긴장,1,0.01
선택할지,1,0.01
선택할,1,0.01
10개가,1,0.01
유명한,1,0.01
매장이고,1,0.01
22일이어서,1,0.01
24일입니다,1,0.01
사용했을,1,0.01
카메라는,1,0.01
7번이나,1,0.01
아마씨유,1,0.01
5병,1,0.01
코코넛,1,0.01
1병이,1,0.01
팔지,1,0.01
말아야죠,1,0.01
불가능하고,1,0.01
유리필름이,1,0.01
이용을,1,0.01
취소할까,1,0.01
생각,1,0.01
얼마,1,0.01
취소해,1,0.01
감싸고,1,0.01
baratheon만큼,1,0.01
마감일에는,1,0.01
재포장되어,1,0.01
눈치,1,0.01
채지,1,0.01
정도로,1,0.01
패여,1,0.01
안정되지,1,0.01
액세서리,1,0.01
가능하도록,1,0.01
ricanas의,1,0.01
유명,1,0.01
기업의,1,0.01
수준이,1,0.01
불편,1,0.01
방식의,1,0.01
2003년,1,0.01
31월,1,0.01
31일부터,1,0.01
리우데자네이루에,1,0.01
집으로는,1,0.01
cee,1,0.01
jacare로,1,0.01
전달됨,1,0.01
2박스,1,0.01
1박스만,1,0.01
루이,1,0.01
안들었는데,1,0.01
cpu에,1,0.01
안들어가는게,1,0.01
않을거고,1,0.01
속상함을,1,0.01
그러고,1,0.01
방광,1,0.01
기기에서도,1,0.01
무시입니다,1,0.01
두번이나,1,0.01
내릴,1,0.01
뭐하는,1,0.01
경고했습니다,1,0.01
손으로,1,0.01
상자로,1,0.01
sedex는,1,0.01
배포에,1,0.01
무엇에,1,0.01
기인하는지,1,0.01
변경하려고,1,0.01
골칫거리가,1,0.01
낮다고,1,0.01
품목에,1,0.01
보면,1,0.01
자료배송요청합니다,1,0.01
카드결제가,1,0.01
추적에서는,1,0.01
주문서,1,0.01
불일치,1,0.01
전환기,1,0.01
샤워기가,1,0.01
발행한,1,0.01
준비하시기,1,0.01
정도입니다,1,0.01
제품들,1,0.01
취소하겠다고,1,0.01
취소와,1,0.01
가지와,1,0.01
10톤이,1,0.01
4톤,1,0.01
78만,1,0.01
23일이,1,0.01
크롬북을,1,0.01
퍼프가,1,0.01
교환원에게,1,0.01
세부정보가,1,0.01
찾던,1,0.01
돈의,1,0.01
발견되었는데,1,0.01
결함으로,1,0.01
play,1,0.01
리모컨은,1,0.01
sonic이,1,0.01
환상처럼,1,0.01
똑바로,1,0.01
스탠드도,1,0.01
90일,1,0.01
무엇인가요,1,0.01
1년이어야,1,0.01
40일이,1,0.01
의자로만,1,0.01
짝을,1,0.01
이루는,1,0.01
마스크와,1,0.01
완벽하게,1,0.01
예측치를,1,0.01
넘어섰습니다,1,0.01
깊게,1,0.01
발견하면,1,0.01
달려갑니다,1,0.01
알레그레,1,0.01
주문되었으며,1,0.01
01로,1,0.01
selfie,1,0.01
zenfone용,1,0.01
비용과,1,0.01
스트립에,1,0.01
식품용기가,1,0.01
붐비고,1,0.01
불량인데,1,0.01
전에는,1,0.01
안좋네요,1,0.01
복잡하여,1,0.01
파괴합니다,1,0.01
연구용,1,0.01
필요했는데,1,0.01
다른회사,1,0.01
제품이다보니,1,0.01
3정이,1,0.01
심파릭,1,0.01
1정만,1,0.01
29일에,1,0.01
엄청빠름,1,0.01
제품품질도좋음,1,0.01
강추합니다,1,0.01
숫자가,1,0.01
강력,1,0.01
변압기에,1,0.01
넘겨주세요,1,0.01
폴리에틸렌,1,0.01
식물을,1,0.01
심은,1,0.01
식재,1,0.01
케이스인데,1,0.01
식물이,1,0.01
11월부터,1,0.01
돌려받으려고,1,0.01
루빅큐브,1,0.01
접혀져,1,0.01
장만,1,0.01
매장뿐만,1,0.01
사람들에게도,1,0.01
좌절감을,1,0.01
zafira,1,0.01
expression이,1,0.01
차에,1,0.01
읽히지,1,0.01
검사에서,1,0.01
멈춰,1,0.01
배송기간,1,0.01
예측,1,0.01
잃으면,1,0.01
특정한,1,0.01
찾아볼게,1,0.01
밑단,1,0.01
거울도,1,0.01
개구리도,1,0.01
방치되어,1,0.01
업계에,1,0.01
안하는거,1,0.01
같던데,1,0.01
아마추어들,1,0.01
사기당했다는,1,0.01
느낌,1,0.01
플라스틱이고,1,0.01
분노하고,1,0.01
나누는,1,0.01
사람들도,1,0.01
15인,1,0.01
아이에게,1,0.01
사줬어요,1,0.01
준수할,1,0.01
정하지,1,0.01
받으라고,1,0.01
합의적으로,1,0.01
귀하께서는,1,0.01
진행하셨고,1,0.01
관리인이,1,0.01
주셨습니다,1,0.01
cancellation,1,0.01
취소요청에도,1,0.01
입구까지,1,0.01
femina,1,0.01
포트만,1,0.01
화분은,1,0.01
주문했기,1,0.01
반대하는,1,0.01
나만,1,0.01
플레이어는,1,0.01
좋고,1,0.01
소음과,1,0.01
쉭쉭거리는,1,0.01
헤드셋을,1,0.01
헤드셋으로,1,0.01
변경했지만,1,0.01
자체의,1,0.01
미수령에,1,0.01
개설하고,1,0.01
비참한,1,0.01
가위입니다,1,0.01
안심시키기,1,0.01
최악이에요,1,0.01
설명서에,1,0.01
지불하신,1,0.01
교정기가,1,0.01
자물쇠가,1,0.01
도어맨만,1,0.01
32cm,1,0.01
45cm,1,0.01
24cm,1,0.01
현실,1,0.01
28cm,1,0.01
38cm,1,0.01
14cm,1,0.01
고려하여,1,0.01
트렁크를,1,0.01
5일동안,1,0.01
받았습니다6,1,0.01
열쇠가,1,0.01
돌아가고,1,0.01
쿠폰이,1,0.01
거짓말이었고,1,0.01
공개하지,1,0.01
혼란스럽게,1,0.01
만든다,1,0.01
콕콕에서,1,0.01
바꿔드릴게요,1,0.01
분열된,1,0.01
유감스럽고,1,0.01
아메리카,1,0.01
대륙에,1,0.01
실망했고,1,0.01
정책에는,1,0.01
배송입니다,1,0.01
보온병,1,0.01
열렸고,1,0.01
걸었고,1,0.01
가져주셔서,1,0.01
쌓인,1,0.01
분해해서,1,0.01
27로,1,0.01
전문성,1,0.01
부끄러움에,1,0.01
말씀,1,0.01
8까지,1,0.01
스타크도,1,0.01
타르가르옌도,1,0.01
못하셨나요,1,0.01
멈췄기,1,0.01
약속대로,1,0.01
10개중,1,0.01
2에,1,0.01
통이,1,0.01
전달하기를,1,0.01
동등한,1,0.01
스트레스를,1,0.01
새틴시트,1,0.01
4세트,1,0.01
2세트만,1,0.01
구리색으로,1,0.01
결혼식날,1,0.01
상황이라,1,0.01
수거했습니다,1,0.01
지역에는,1,0.01
죄가,1,0.01
우체부,1,0.01
파울로가,1,0.01
저항,1,0.01
근처에서,1,0.01
강탈당했어요,1,0.01
프로컴해서,1,0.01
정신적,1,0.01
소송할,1,0.01
밀봉,1,0.01
반려견,1,0.01
2마리용,1,0.01
안전벨트,1,0.01
가이드,1,0.01
완료됐으나,1,0.01
3개였는데,1,0.01
우체국이라면,1,0.01
죄인지는,1,0.01
기념물,1,0.01
박스를,1,0.01
흩어지고,1,0.01
화학비료라,1,0.01
터져서,1,0.01
꼼짝도,1,0.01
69,1,0.01
무료,1,0.01
프로모션에서,1,0.01
늘렸습니다,1,0.01
도착하게,1,0.01
2명만,1,0.01
경험이었습니다,1,0.01
에어브러시,1,0.01
요리하는,1,0.01
팬에서,1,0.01
증기와,1,0.01
안토니오,1,0.01
마르시오,1,0.01
제안이,1,0.01
콤보에,1,0.01
위조품일,1,0.01
비용도,1,0.01
10일전에,1,0.01
화면의,1,0.01
12000ma가,1,0.01
고소하려고,1,0.01
것만큼,1,0.01
필요도,1,0.01
보여주세요,1,0.01
아침에,1,0.01
직원은,1,0.01
화요일까지,1,0.01
대시보드에,1,0.01
보내셨는지,1,0.01
랙을,1,0.01
빈칸으로,1,0.01
교환해서,1,0.01
발견하여,1,0.01
구매쿠폰이나,1,0.01
장바구니에,1,0.01
편안함이,1,0.01
열쇠고리만,1,0.01
부친호는,1,0.01
편지로,1,0.01
남겨진다니,1,0.01
배달해줬어요,1,0.01
러그에,1,0.01
로얄,1,0.01
블루용,1,0.01
98cm,1,0.01
68cm,1,0.01
스위처를,1,0.01
며칠을,1,0.01
sac로,1,0.01
돌아가서,1,0.01
